,Processor,Graphics Card,Screen Size(inch),RAM(GB),SSD(GB),link,OS,HDD(GB),brand,Normal,price EG,store
378,Intel Core i5,geforce gtx 1660ti gddr,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1VVCGBS-asus-rog-strix-15-6-120hz-fhd-laptop-intel-core-i5-9300h-nvidia-geforce-gtx-1660ti-gddr6-6gb-8gb-ram,2,512,ASUS,1,26018.0,ubuy
379,AMD 5800H,ryzen 7-5800h 16gb ,15.6,32.0,512,https://www.ubuy.com.eg/en/product/498ZZCS44-lenovo-legion-5-15-6-165hz-gaming-laptop-amd-ryzen-7-5800h-16gb-ram-512gb-ssd-rtx-3060-6gb-gddr6-phantom-blue,2,0,Lenovo,0,34254.0,ubuy
385, Intel Core i5-1035G1,intel uhd graphics,15.6,16.0,0,https://www.ubuy.com.eg/en/product/1BUINFHO-newest-dell-inspiron-15-6-inch-laptop-10th-gen-intel-core-i5-1035g1-16gb-ram-512gb-ssd-hdmi-wifi-int,1,1000,Dell,1,14871.0,ubuy
386, Intel Core i5-1035G1,intel uhd graphics,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1BUINFHO-newest-dell-inspiron-15-6-inch-laptop-10th-gen-intel-core-i5-1035g1-16gb-ram-512gb-ssd-hdmi-wifi-int,1,0,Dell,1,19100.0,ubuy
387, Intel Core i5-1035G1,intel uhd graphics,15.6,16.0,256,https://www.ubuy.com.eg/en/product/1BUINFHO-newest-dell-inspiron-15-6-inch-laptop-10th-gen-intel-core-i5-1035g1-16gb-ram-512gb-ssd-hdmi-wifi-int,1,1000,Dell,1,16563.0,ubuy
389, Intel Core i5-1035G1,intel uhd graphics,15.6,32.0,1000,https://www.ubuy.com.eg/en/product/1BUINFHO-newest-dell-inspiron-15-6-inch-laptop-10th-gen-intel-core-i5-1035g1-16gb-ram-512gb-ssd-hdmi-wifi-int,1,0,Dell,1,20157.0,ubuy
391,Intel Core i7,geforce gtx 1660 ti 6gb,15.6,8.0,512,https://www.ubuy.com.eg/en/product/OR9TOTW-cuk-gf65-thin-by-msi-15-inch-gaming-notebook-intel-core-i7-32gb-ram-1tb-nvme-ssd-nvidia-geforce-rtx,1,0,CUK,0,19544.0,ubuy
392,Intel Core i7,geforce gtx 1660 ti 6gb,15.6,32.0,512,https://www.ubuy.com.eg/en/product/OR9TOTW-cuk-gf65-thin-by-msi-15-inch-gaming-notebook-intel-core-i7-32gb-ram-1tb-nvme-ssd-nvidia-geforce-rtx,1,0,CUK,0,22821.0,ubuy
393,Intel Core i7,geforce gtx 1660 ti 6gb,15.6,32.0,1000,https://www.ubuy.com.eg/en/product/OR9TOTW-cuk-gf65-thin-by-msi-15-inch-gaming-notebook-intel-core-i7-32gb-ram-1tb-nvme-ssd-nvidia-geforce-rtx,1,0,CUK,0,23561.0,ubuy
394,Intel Core i7,geforce gtx 1660 ti 6gb,15.6,32.0,2000,https://www.ubuy.com.eg/en/product/OR9TOTW-cuk-gf65-thin-by-msi-15-inch-gaming-notebook-intel-core-i7-32gb-ram-1tb-nvme-ssd-nvidia-geforce-rtx,1,0,CUK,0,25888.0,ubuy
395, AMD Ryzen 5 5500U,ryzen 5 5500u - abyss b,15.6,12.0,2,https://www.ubuy.com.eg/en/product/1IBA4HP6U-lenovo-ideapad-3-15-6-touchscreen-laptop-amd-ryzen-5-5500u-abyss-blue-md-ryzen-5-5500u-12gb-ddr4-2666mhz-ram-512gb-nvme-m-2-solid-state,1,0,Lenovo,1,12672.0,ubuy
396, AMD Ryzen 7 4700U,ryzen 7 4700u,14,16.0,512,https://www.ubuy.com.eg/en/product/1W5ZMIE-lenovo-ideapad-flex-5-2-in-1-laptop-14-full-hd-ips-touch-screen-amd-ryzen-7-4700u-webcam-backlit-key,1,0,Lenovo,1,15928.0,ubuy
397,Intel i5-1135G,intel i5-1135g7,14.0,16.0,512,https://www.ubuy.com.eg/en/product/1W5ZMIE-lenovo-ideapad-flex-5-2-in-1-laptop-14-full-hd-ips-touch-screen-amd-ryzen-7-4700u-webcam-backlit-key,1,0,2022,1,15949.0,ubuy
398,Intel i5-1135G,intel i5-1135g7,14.0,16.0,1000,https://www.ubuy.com.eg/en/product/1W5ZMIE-lenovo-ideapad-flex-5-2-in-1-laptop-14-full-hd-ips-touch-screen-amd-ryzen-7-4700u-webcam-backlit-key,1,0,2022,1,17641.0,ubuy
399, gen Intel i5-10210U,intel i5-10210u (up to ,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/4SRD5Y6-2020-lenovo-thinkpad-e15-15-6-fhd-business-laptop-computer-10th-gen-intel-i5-10210u-up-to-4-20ghz-be,1,0,2021,1,21235.0,ubuy
400, gen Intel i5-10210U,intel i5-10210u (up to ,15.6,16.0,256,https://www.ubuy.com.eg/en/product/4SRD5Y6-2020-lenovo-thinkpad-e15-15-6-fhd-business-laptop-computer-10th-gen-intel-i5-10210u-up-to-4-20ghz-be,1,0,2020,1,20187.0,ubuy
401, gen Intel i5-10210U,intel i5-10210u (up to ,15.6,16.0,512,https://www.ubuy.com.eg/en/product/4SRD5Y6-2020-lenovo-thinkpad-e15-15-6-fhd-business-laptop-computer-10th-gen-intel-i5-10210u-up-to-4-20ghz-be,1,0,2021,1,20136.0,ubuy
402, gen Intel i5-10210U,intel i5-10210u (up to ,15.6,32.0,1000,https://www.ubuy.com.eg/en/product/4SRD5Y6-2020-lenovo-thinkpad-e15-15-6-fhd-business-laptop-computer-10th-gen-intel-i5-10210u-up-to-4-20ghz-be,1,0,2020,1,23295.0,ubuy
419, Intel Core i5-1135G7,intel iris xe graphics,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3NCHHHM1S-hp-15-6-probook-450-g8-laptop-intel-core-i5-1135g7-8gb-ram-256gb-ssd-intel-iris-xe-graphics-windows-10-pro-28k93ut-aba,1,0,HP,1,19015.0,ubuy
420, Intel Core i7-10750H,geforce gtx 1660 ti,15.6,16.0,256,https://www.ubuy.com.eg/en/product/149FL1P8-razer-blade-15-base-gaming-laptop-2020-intel-core-i7-10750h-6-core-nvidia-geforce-gtx-1660-ti-15-6-f,1,0,Razer,0,29398.0,ubuy
421, Intel Core i7-10875H,geforce rtx 2070 super ,15.6,16.0,512,https://www.ubuy.com.eg/en/product/149FL1P8-razer-blade-15-base-gaming-laptop-2020-intel-core-i7-10750h-6-core-nvidia-geforce-gtx-1660-ti-15-6-f,1,0,Razer,0,34494.0,ubuy
422, Intel Core i7-10875H,geforce rtx 2080 super ,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/149FL1P8-razer-blade-15-base-gaming-laptop-2020-intel-core-i7-10750h-6-core-nvidia-geforce-gtx-1660-ti-15-6-f,1,0,Razer,0,49000.0,ubuy
423, AMD Ryzen R9-5900HX,geforce rtx 3070,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/EU1O7FQC-asus-rog-strix-g15-2021-gaming-laptop-15-6-300hz-ips-type-fhd-display-nvidia-geforce-rtx-3070-amd-ry,1,0,ASUS,0,39167.0,ubuy
424, AMD Ryzen 9 5900HX,geforce rtx 3060,15.6,16.0,512,https://www.ubuy.com.eg/en/product/EU1O7FQC-asus-rog-strix-g15-2021-gaming-laptop-15-6-300hz-ips-type-fhd-display-nvidia-geforce-rtx-3070-amd-ry,1,0,ASUS,0,33902.0,ubuy
425, AMD Ryzen 9 5900HX,geforce rtx 3070,15.6,16.0,512,https://www.ubuy.com.eg/en/product/EU1O7FQC-asus-rog-strix-g15-2021-gaming-laptop-15-6-300hz-ips-type-fhd-display-nvidia-geforce-rtx-3070-amd-ry,1,0,ASUS,0,33902.0,ubuy
426, AMD Ryzen 9 5900HX,geforce rtx 3060,15.6,16.0,512,https://www.ubuy.com.eg/en/product/EU1O7FQC-asus-rog-strix-g15-2021-gaming-laptop-15-6-300hz-ips-type-fhd-display-nvidia-geforce-rtx-3070-amd-ry,1,0,ASUS,0,33902.0,ubuy
427, Intel Core i7-1165G7,geforce mx450,14,32.0,1000,https://www.ubuy.com.eg/en/product/4FR56WUBO-asus-zenbook-duo-14-ux482-14-fhd-nanoedge-touch-display-core-i7-1195g7-geforce-mx450-32gb-ram-1tb-ssd-innovative-screenpad-plus-windows,1,0,ASUS,1,42381.0,ubuy
428, Intel Core i7-1165G7,geforce mx450,14,32.0,1000,https://www.ubuy.com.eg/en/product/4FR56WUBO-asus-zenbook-duo-14-ux482-14-fhd-nanoedge-touch-display-core-i7-1195g7-geforce-mx450-32gb-ram-1tb-ssd-innovative-screenpad-plus-windows,1,0,ASUS,1,42381.0,ubuy
429, Intel Core i7-1165G7,geforce mx450,14,32.0,1000,https://www.ubuy.com.eg/en/product/4FR56WUBO-asus-zenbook-duo-14-ux482-14-fhd-nanoedge-touch-display-core-i7-1195g7-geforce-mx450-32gb-ram-1tb-ssd-innovative-screenpad-plus-windows,1,0,ASUS,1,42381.0,ubuy
430,Core i7-1195G,geforce mx450,14,32.0,1000,https://www.ubuy.com.eg/en/product/4FR56WUBO-asus-zenbook-duo-14-ux482-14-fhd-nanoedge-touch-display-core-i7-1195g7-geforce-mx450-32gb-ram-1tb-ssd-innovative-screenpad-plus-windows,1,0,ASUS,1,35868.0,ubuy
431, AMD Ryzen 5 5500U,ryzen 5 5500u ,17.3,12.0,1000,https://www.ubuy.com.eg/en/product/4R9JYIIVS-lenovo-ideapad-laptop-2022-newest-model-17-3-hd-display-amd-ryzen-5-5500u-processor-beats-i7-11375h-20gb-ram-1tb-pcie-ssd-amd-radeon-7,1,0,Lenovo,1,15717.0,ubuy
432, AMD Ryzen 5 5500U,ryzen 5 5500u ,17.3,12.0,512,https://www.ubuy.com.eg/en/product/4R9JYIIVS-lenovo-ideapad-laptop-2022-newest-model-17-3-hd-display-amd-ryzen-5-5500u-processor-beats-i7-11375h-20gb-ram-1tb-pcie-ssd-amd-radeon-7,1,0,Lenovo,1,14871.0,ubuy
433, AMD Ryzen 5 5500U,ryzen 5 5500u ,17.3,20.0,1000,https://www.ubuy.com.eg/en/product/4R9JYIIVS-lenovo-ideapad-laptop-2022-newest-model-17-3-hd-display-amd-ryzen-5-5500u-processor-beats-i7-11375h-20gb-ram-1tb-pcie-ssd-amd-radeon-7,1,0,Lenovo,1,15717.0,ubuy
434, AMD Ryzen 5 5500U,ryzen 5 5500u ,17.3,20.0,2000,https://www.ubuy.com.eg/en/product/4R9JYIIVS-lenovo-ideapad-laptop-2022-newest-model-17-3-hd-display-amd-ryzen-5-5500u-processor-beats-i7-11375h-20gb-ram-1tb-pcie-ssd-amd-radeon-7,1,0,Lenovo,1,18677.0,ubuy
435, AMD Ryzen 5 5500U,ryzen 5 5500u ,17.3,20.0,512,https://www.ubuy.com.eg/en/product/4R9JYIIVS-lenovo-ideapad-laptop-2022-newest-model-17-3-hd-display-amd-ryzen-5-5500u-processor-beats-i7-11375h-20gb-ram-1tb-pcie-ssd-amd-radeon-7,1,0,Lenovo,1,15294.0,ubuy
436, AMD Ryzen 5 5500U,ryzen 5 5500u ,17.3,36.0,1000,https://www.ubuy.com.eg/en/product/4R9JYIIVS-lenovo-ideapad-laptop-2022-newest-model-17-3-hd-display-amd-ryzen-5-5500u-processor-beats-i7-11375h-20gb-ram-1tb-pcie-ssd-amd-radeon-7,1,0,Lenovo,1,17408.0,ubuy
437, AMD Ryzen 5 5500U,ryzen 5 5500u ,17.3,36.0,2000,https://www.ubuy.com.eg/en/product/4R9JYIIVS-lenovo-ideapad-laptop-2022-newest-model-17-3-hd-display-amd-ryzen-5-5500u-processor-beats-i7-11375h-20gb-ram-1tb-pcie-ssd-amd-radeon-7,1,0,Lenovo,1,19946.0,ubuy
438, AMD Ryzen 5 5500U,ryzen 5 5500u ,17.3,36.0,512,https://www.ubuy.com.eg/en/product/4R9JYIIVS-lenovo-ideapad-laptop-2022-newest-model-17-3-hd-display-amd-ryzen-5-5500u-processor-beats-i7-11375h-20gb-ram-1tb-pcie-ssd-amd-radeon-7,1,0,Lenovo,1,16563.0,ubuy
439, Gen Intel i3-1115G4,intel i3-1115g4(up to 4,17.3,12.0,256,https://www.ubuy.com.eg/en/product/49AAHO13C-2022-newest-hp-15-6-hd-laptop-computer-11th-gen-intel-quad-core-i3-1125g4-up-to-3-7ghz-beat-i5-10210u-12gb-ram-256gb-pcie-ssd-webcam,1,0,2022,1,11065.0,ubuy
440, Gen Intel i5-1135G7,intel i5-1135g7(up to 4,17.3,12.0,256,https://www.ubuy.com.eg/en/product/49AAHO13C-2022-newest-hp-15-6-hd-laptop-computer-11th-gen-intel-quad-core-i3-1125g4-up-to-3-7ghz-beat-i5-10210u-12gb-ram-256gb-pcie-ssd-webcam,1,0,2022,1,13814.0,ubuy
441,Core i7-11800H,rtx 3070 130w,4.6,16.0,1000,https://www.ubuy.com.eg/en/product/3OP9E1WLM-msi-ge76-raider-gaming-laptop-intel-core-i7-11800h-geforce-rtx-3060-17-3-fhd-144hz-32gb-ram2tb-nvme-ssd-wi-fi6-windows-10,1,0,MSI,0,36037.0,ubuy
442,Core i7-11800H,rtx 3070 130w,4.6,16.0,512,https://www.ubuy.com.eg/en/product/3OP9E1WLM-msi-ge76-raider-gaming-laptop-intel-core-i7-11800h-geforce-rtx-3060-17-3-fhd-144hz-32gb-ram2tb-nvme-ssd-wi-fi6-windows-10,1,0,MSI,0,35382.0,ubuy
443, Intel Core i7-10750H,rtx3060 16gb 512gb nvme,15.6,16.0,512,https://www.ubuy.com.eg/en/product/3OP9E1WLM-msi-ge76-raider-gaming-laptop-intel-core-i7-11800h-geforce-rtx-3060-17-3-fhd-144hz-32gb-ram2tb-nvme-ssd-wi-fi6-windows-10,1,0,MSI,0,28616.0,ubuy
444, Intel Core i7-10750H,rtx3060 16gb 1tb nvme s,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/3OP9E1WLM-msi-ge76-raider-gaming-laptop-intel-core-i7-11800h-geforce-rtx-3060-17-3-fhd-144hz-32gb-ram2tb-nvme-ssd-wi-fi6-windows-10,1,0,MSI,0,29673.0,ubuy
445, Intel Core i7-11800H,geforce rtx 3060,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/3OP9E1WLM-msi-ge76-raider-gaming-laptop-intel-core-i7-11800h-geforce-rtx-3060-17-3-fhd-144hz-32gb-ram2tb-nvme-ssd-wi-fi6-windows-10,1,0,MSI,0,30709.0,ubuy
446, Intel Core i7-11800H,geforce rtx 3060,17.3,32.0,2000,https://www.ubuy.com.eg/en/product/3OP9E1WLM-msi-ge76-raider-gaming-laptop-intel-core-i7-11800h-geforce-rtx-3060-17-3-fhd-144hz-32gb-ram2tb-nvme-ssd-wi-fi6-windows-10,1,0,MSI,0,39357.0,ubuy
447, Intel Core i7-11800H,geforce rtx 3060,17.3,32.0,2000,https://www.ubuy.com.eg/en/product/3OP9E1WLM-msi-ge76-raider-gaming-laptop-intel-core-i7-11800h-geforce-rtx-3060-17-3-fhd-144hz-32gb-ram2tb-nvme-ssd-wi-fi6-windows-10,1,0,MSI,0,39357.0,ubuy
448,AMD Ryzen 9 5900HX (3.30 GHz 4 MB),geforce rtx 3080,16,32.0,1000,https://www.ubuy.com.eg/en/product/4QN59J06C-lenovo-legion-7-16achg6-16-wqxga-gaming-laptop-amd-ryzen-9-5900hx-32-gb-ddr4-nvidia-geforce-rtx-3080-2x1tb-ssd-windows-11-pro-64-storm-grey,2,2000,Lenovo,0,63975.0,ubuy
449,"AMD Ryzen 5, AMD Ryzen",ryzen 5 3500u,15.6,8.0,256,https://www.ubuy.com.eg/en/product/1TZZQS2-asus-vivobook-15-f512da-eb51-ultrabook-ryzen-5-3500u-2-1-ghz-win-10-home-64-bit-8-gb-ram-256-gb-ssd,2,256,Asus,1,15394.0,ubuy
450,"Intel Core i7, Intel Core i7 - 8th Generation",geforce gtx 1050,1,8.0,256,https://www.ubuy.com.eg/en/product/CEVLP5K-msi-gl63-gaming-laptop-15-6-intel-core-i7-8750h-nvidia-geforce-gtx-1050-8gb-ram-256gb-ssd-1tb-hdd,2,1000,MSI,0,26303.0,ubuy
451,Intel Core i7,intel i7-1165g7 16gb/1t,17,16.0,1000,https://www.ubuy.com.eg/en/product/GL6QN22-lg-gram-17-wqxga-2560x1600-11th-gen-intel-i7-1165g7-16gb-1tb-ssd-laptop,2,1000,LG,1,38893.0,ubuy
452,AMD Ryzen,geforce gtx 1650,17.3,8.0,512,https://www.ubuy.com.eg/en/product/1CSPCW4EI-acer-nitro-5-an517-41-r7ey-amd-ryzen-5-5600h-hexa-core-processor-nvidia-geforce-gtx-1650-17-3-full-hd-ips-display-8gb-ddr4-512gb-nvme-ssd-wifi,2,512,Acer,1,25033.0,ubuy
453,11th Generation Intel,rtx 3060,15.60,16.0,1000,https://www.ubuy.com.eg/en/product/3K93E54-2021-asus-tuf-dash-f15-3060-gaming-laptop-144hz-fhd-15-6-1080p-intel-core-i7-11370h-rtx-3060-16gb-ra,2,1000,2021,0,40365.0,ubuy
454,11th Generation Intel,rtx 3060,15.60,24.0,1000,https://www.ubuy.com.eg/en/product/3K93E54-2021-asus-tuf-dash-f15-3060-gaming-laptop-144hz-fhd-15-6-1080p-intel-core-i7-11370h-rtx-3060-16gb-ra,2,1000,2021,0,40365.0,ubuy
455,11th Generation Intel,rtx 3060,15.60,40.0,1000,https://www.ubuy.com.eg/en/product/3K93E54-2021-asus-tuf-dash-f15-3060-gaming-laptop-144hz-fhd-15-6-1080p-intel-core-i7-11370h-rtx-3060-16gb-ra,2,1000,2021,0,40365.0,ubuy
456,11th Generation Intel,rtx 3060,15.60,16.0,2000,https://www.ubuy.com.eg/en/product/3K93E54-2021-asus-tuf-dash-f15-3060-gaming-laptop-144hz-fhd-15-6-1080p-intel-core-i7-11370h-rtx-3060-16gb-ra,2,2000,2021,0,43420.0,ubuy
457,11th Generation Intel,rtx 3060,15.60,24.0,2000,https://www.ubuy.com.eg/en/product/3K93E54-2021-asus-tuf-dash-f15-3060-gaming-laptop-144hz-fhd-15-6-1080p-intel-core-i7-11370h-rtx-3060-16gb-ra,2,2000,2021,0,43420.0,ubuy
458,11th Generation Intel,rtx 3060,15.60,40.0,2000,https://www.ubuy.com.eg/en/product/3K93E54-2021-asus-tuf-dash-f15-3060-gaming-laptop-144hz-fhd-15-6-1080p-intel-core-i7-11370h-rtx-3060-16gb-ra,2,2000,2021,0,43420.0,ubuy
459,11th Generation Intel,rtx 3060,15.60,16.0,512,https://www.ubuy.com.eg/en/product/3K93E54-2021-asus-tuf-dash-f15-3060-gaming-laptop-144hz-fhd-15-6-1080p-intel-core-i7-11370h-rtx-3060-16gb-ra,2,512,2021,0,38976.0,ubuy
460,11th Generation Intel,rtx 3060,15.60,24.0,512,https://www.ubuy.com.eg/en/product/3K93E54-2021-asus-tuf-dash-f15-3060-gaming-laptop-144hz-fhd-15-6-1080p-intel-core-i7-11370h-rtx-3060-16gb-ra,2,512,2021,0,40087.0,ubuy
461,11th Generation Intel,rtx 3060,15.60,40.0,512,https://www.ubuy.com.eg/en/product/3K93E54-2021-asus-tuf-dash-f15-3060-gaming-laptop-144hz-fhd-15-6-1080p-intel-core-i7-11370h-rtx-3060-16gb-ra,2,512,2021,0,42309.0,ubuy
462,10th Gen Intel Core i5-1035G1,intel uhd graphics,15.6,12.0,1000,https://www.ubuy.com.eg/en/product/3K4QEY-hp-15-dw2025cl-laptop-15-6-hd-touch-screen-intel-core-10th-gen-i5-1035g1-12gb-memory-1tb-hard-drive,2,1,HP,1,20922.0,ubuy
463,Intel 10th Generation Core i5,intel i5 (2020,13.3,8.0,0,https://www.ubuy.com.eg/en/product/1OKNY6C8-apple-macbook-air-13-3-laptop-512gb-intel-i5-2020-advanced-bundle-3-colors,0,512,Apple,1,32864.0,ubuy
464,Intel 10th Generation Core i5,intel i5 (2020,13.3,8.0,0,https://www.ubuy.com.eg/en/product/1OKNY6C8-apple-macbook-air-13-3-laptop-512gb-intel-i5-2020-advanced-bundle-3-colors,0,512,Apple,1,36475.0,ubuy
465,Intel 10th Generation Core i5,intel i5 (2020,13.3,8.0,0,https://www.ubuy.com.eg/en/product/1OKNY6C8-apple-macbook-air-13-3-laptop-512gb-intel-i5-2020-advanced-bundle-3-colors,0,512,Apple,1,32864.0,ubuy
467,FHD 1080p 14,ryzen 7 4800h (beat i7-,17.3,16.0,512,https://www.ubuy.com.eg/en/product/47LLSTGFC-asus-rog-strix-g17-17-3-fhd-1080p-144hz-gaming-laptop-amd-8-core-ryzen-7-4800h-beat-i7-10750h-32gb-ram-1tb-pcie-ssd-rtx-3060-rgb-backlit,1,0,ASUS,0,31174.0,ubuy
468,FHD 1080p 14,ryzen 7 4800h (beat i7-,17.3,32.0,1000,https://www.ubuy.com.eg/en/product/47LLSTGFC-asus-rog-strix-g17-17-3-fhd-1080p-144hz-gaming-laptop-amd-8-core-ryzen-7-4800h-beat-i7-10750h-32gb-ram-1tb-pcie-ssd-rtx-3060-rgb-backlit,1,0,ASUS,0,33711.0,ubuy
469,FHD 1080p 14,ryzen 7 4800h (beat i7-,17.3,32.0,2000,https://www.ubuy.com.eg/en/product/47LLSTGFC-asus-rog-strix-g17-17-3-fhd-1080p-144hz-gaming-laptop-amd-8-core-ryzen-7-4800h-beat-i7-10750h-32gb-ram-1tb-pcie-ssd-rtx-3060-rgb-backlit,1,0,ASUS,0,36460.0,ubuy
470,FHD 1080p 14,ryzen 7 4800h (beat i7-,17.3,64.0,1000,https://www.ubuy.com.eg/en/product/47LLSTGFC-asus-rog-strix-g17-17-3-fhd-1080p-144hz-gaming-laptop-amd-8-core-ryzen-7-4800h-beat-i7-10750h-32gb-ram-1tb-pcie-ssd-rtx-3060-rgb-backlit,1,0,ASUS,0,37941.0,ubuy
471,FHD 1080p 14,ryzen 7 4800h (beat i7-,17.3,64.0,2000,https://www.ubuy.com.eg/en/product/47LLSTGFC-asus-rog-strix-g17-17-3-fhd-1080p-144hz-gaming-laptop-amd-8-core-ryzen-7-4800h-beat-i7-10750h-32gb-ram-1tb-pcie-ssd-rtx-3060-rgb-backlit,1,0,ASUS,0,40267.0,ubuy
472,Intel Core i7,geforce rtx 3060 laptop,15.6,6.0,512,https://www.ubuy.com.eg/en/product/4DTQ2GTR8-gigabyte-aorus-15p-xd-15-6-fhd-ips-anti-glare-240hz-intel-core-i7-11800h-nvidia-geforce-rtx-3070-laptop-gpu-8gb-gddr6-16gb-memory-1tb-ssd,1,0,GIGABYTE,0,27579.0,ubuy
473,Intel Core i7,geforce rtx 3060 laptop,15.6,6.0,512,https://www.ubuy.com.eg/en/product/4DTQ2GTR8-gigabyte-aorus-15p-xd-15-6-fhd-ips-anti-glare-240hz-intel-core-i7-11800h-nvidia-geforce-rtx-3070-laptop-gpu-8gb-gddr6-16gb-memory-1tb-ssd,1,0,GIGABYTE,0,29673.0,ubuy
474, Intel Core i7-11800H,geforce rtx 3070 laptop,15.6,8.0,1000,https://www.ubuy.com.eg/en/product/4DTQ2GTR8-gigabyte-aorus-15p-xd-15-6-fhd-ips-anti-glare-240hz-intel-core-i7-11800h-nvidia-geforce-rtx-3070-laptop-gpu-8gb-gddr6-16gb-memory-1tb-ssd,1,0,GIGABYTE,0,31163.0,ubuy
475,Intel Core i7,geforce rtx 3080 laptop,15.6,8.0,1000,https://www.ubuy.com.eg/en/product/4DTQ2GTR8-gigabyte-aorus-15p-xd-15-6-fhd-ips-anti-glare-240hz-intel-core-i7-11800h-nvidia-geforce-rtx-3070-laptop-gpu-8gb-gddr6-16gb-memory-1tb-ssd,1,0,GIGABYTE,0,42360.0,ubuy
476,Intel Core i7,geforce rtx 3080 laptop,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/4DTQ2GTR8-gigabyte-aorus-15p-xd-15-6-fhd-ips-anti-glare-240hz-intel-core-i7-11800h-nvidia-geforce-rtx-3070-laptop-gpu-8gb-gddr6-16gb-memory-1tb-ssd,1,0,GIGABYTE,0,69870.0,ubuy
477,Intel Core i7,geforce rtx 3070 laptop,17.3,8.0,512,https://www.ubuy.com.eg/en/product/4DTQ2GTR8-gigabyte-aorus-15p-xd-15-6-fhd-ips-anti-glare-240hz-intel-core-i7-11800h-nvidia-geforce-rtx-3070-laptop-gpu-8gb-gddr6-16gb-memory-1tb-ssd,1,0,GIGABYTE,0,34959.0,ubuy
478,Intel Core i7,geforce rtx 3080 laptop,17.3,8.0,512,https://www.ubuy.com.eg/en/product/4DTQ2GTR8-gigabyte-aorus-15p-xd-15-6-fhd-ips-anti-glare-240hz-intel-core-i7-11800h-nvidia-geforce-rtx-3070-laptop-gpu-8gb-gddr6-16gb-memory-1tb-ssd,1,0,GIGABYTE,0,43417.0,ubuy
479, AMD Ryzen 5-5600H,ryzen 5-5600h 8gb ,15.6,8.0,512,https://www.ubuy.com.eg/en/product/41S8N9JM2-lenovo-ideapad-gaming-3-15-6-120hz-gaming-laptop-amd-ryzen-5-5600h-8gb-ram-512gb-ssd-rtx-3050-ti-4gb-gddr6-shadow-black,1,0,Lenovo,0,24746.0,ubuy
480, AMD Ryzen 7 5700U,ryzen 7 5700u,15.6,16.0,512,https://www.ubuy.com.eg/en/product/3TAHTRQA6-dell-inspiron-15-5515-15-6-inch-fhd-touchscreen-laptop-amd-ryzen-7-5700u-16gb-ddr4-ram-512gb-ssd-amd-radeon-graphics-windows-11-home-platinum,2,0,Dell,1,18140.0,ubuy
481, AMD Ryzen 7 5700U,ryzen 7 5700u,15.6,16.0,512,https://www.ubuy.com.eg/en/product/3TAHTRQA6-dell-inspiron-15-5515-15-6-inch-fhd-touchscreen-laptop-amd-ryzen-7-5700u-16gb-ddr4-ram-512gb-ssd-amd-radeon-graphics-windows-11-home-platinum,2,0,Dell,1,18140.0,ubuy
482, AMD Ryzen 5-5500,ryzen 5-5500 6-core pro,15.6,32.0,2000,https://www.ubuy.com.eg/en/product/1OFOW534I-2021-newest-hp-laptop-15-6-fhd-display-amd-ryzen-5-5500-6-core-processor-32gb-ddr4-memory-1tb-pcie-nvme-m-2-ssd-wi-fi-hdmi-webcam,1,0,Newest,1,31.0,ubuy
483,2560x1600,geforce rtx 3060,16,32.0,1000,https://www.ubuy.com.eg/en/product/4LPICZWWG-asus-proart-studiobook-16-laptop-16-2560x1600-120hz-display-amd-ryzen-7-32gb-ddr4-1tb-pcie-ssd-nvidia-geforce-rtx-3060-windows-11-home,1,0,ASUS,1,34980.0,ubuy
484, AMD Ryzen 5-5600H,geforce gtx 1650 graphi,17.3,8.0,256,https://www.ubuy.com.eg/en/product/47LLX33BY-2021-lenovo-legion-5-17-3-fhd-gaming-laptop-computer-amd-ryzen-5-5600h-beats-intel-i7-9750h-32gb-ram-1tb-pcie-ssd-nvidia-geforce-gtx-1650,1,0,2021,0,20157.0,ubuy
485, AMD Ryzen 5-5600H,geforce gtx 1650 graphi,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/47LLX33BY-2021-lenovo-legion-5-17-3-fhd-gaming-laptop-computer-amd-ryzen-5-5600h-beats-intel-i7-9750h-32gb-ram-1tb-pcie-ssd-nvidia-geforce-gtx-1650,1,0,2021,0,23329.0,ubuy
486, AMD Ryzen 5-5600H,intel i7-9750h),17.3,16.0,512,https://www.ubuy.com.eg/en/product/47LLX33BY-2021-lenovo-legion-5-17-3-fhd-gaming-laptop-computer-amd-ryzen-5-5600h-beats-intel-i7-9750h-32gb-ram-1tb-pcie-ssd-nvidia-geforce-gtx-1650,1,0,2021,0,22272.0,ubuy
487, AMD Ryzen 5-5600H,geforce gtx 1650 graphi,17.3,32.0,1000,https://www.ubuy.com.eg/en/product/47LLX33BY-2021-lenovo-legion-5-17-3-fhd-gaming-laptop-computer-amd-ryzen-5-5600h-beats-intel-i7-9750h-32gb-ram-1tb-pcie-ssd-nvidia-geforce-gtx-1650,1,0,2021,0,25444.0,ubuy
