,Graphics Card,Processor,Screen Size(inch),brand,HDD(GB),SSD(GB),link,RAM(GB),OS,Normal,price EG,store
1134,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVK1,16.0,2,1,82688.17468811094,New Egg
1135,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2K5,8.0,2,1,61772.125788938596,New Egg
1136,quadro m2200m 4gb,Intel E3-1535M,15.6,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZR1,8.0,2,1,53947.019466624995,New Egg
1137,intel hd graphics 520ul,Intel i7-6600U,14.0,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-059S5,16.0,2,1,29459.03968150244,New Egg
1138,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT84,64.0,2,1,73058.6909079462,New Egg
1139,intel i7,Intel i7-7700H,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKM0,32.0,2,1,69228.99181373155,New Egg
1140,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNE5,32.0,2,1,64405.04391621117,New Egg
1141,nan, Intel Core i7-7500U,14.0,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-07EP4,16.0,2,1,30379.27218500652,New Egg
1142,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HM3,16.0,2,1,28538.43893770084,New Egg
1143,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSK6,32.0,2,1,55751.39692447613,New Egg
1144,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR43,32.0,2,1,71143.84136083888,New Egg
1145,intel i7,Intel i7-7700H,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKH5,16.0,2,1,38444.10294100605,New Egg
1146,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HV8,32.0,2,1,41426.849350923236,New Egg
1147,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06YC0,8.0,2,1,46582.21351621219,New Egg
1148,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR11,64.0,2,1,84603.02423521827,New Egg
1149,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEN2,64.0,2,1,68253.15502530186,New Egg
1150,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR15,16.0,2,1,62490.19436910385,New Egg
1151,intel i7,Intel i7-7700H,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKP5,16.0,2,1,44225.4756120801,New Egg
1152,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYG7,16.0,2,1,60575.344821996514,New Egg
1153,intel i7,Intel i7-7700H,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRX0,16.0,2,1,52879.122603815136,New Egg
1154,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2S9,32.0,2,1,59746.804152575074,New Egg
1155,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ28,16.0,2,1,54793.97215092247,New Egg
1156,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ88,8.0,2,1,71143.84136083888,New Egg
1157,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY77,64.0,2,1,90365.98489141629,New Egg
1158,quadro m2200m 4gb,Intel E3-1535M,15.6,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZT6,64.0,2,1,66632.89771621104,New Egg
1159,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVK5,16.0,2,1,100952.89344513469,New Egg
1160,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HF6,16.0,2,1,26697.23745009764,New Egg
1161,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN76,64.0,2,1,87493.7105707553,New Egg
1162,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ12,8.0,2,1,48073.58672117079,New Egg
1163,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT54,16.0,2,1,58642.083260013154,New Egg
1164,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY89,32.0,2,1,59599.50803356682,New Egg
1165,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEU5,64.0,2,1,94214.09600050698,New Egg
1166,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HU4,16.0,1,1,39585.64786332004,New Egg
1167,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ69,16.0,2,1,51921.69783026147,New Egg
1168,intel i7,Intel i7-7700H,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKJ6,16.0,2,1,65380.88070464087,New Egg
1169,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSE2,16.0,2,1,48073.58672117079,New Egg
1170,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPN7,16.0,2,1,56727.23371290583,New Egg
1171,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV80,64.0,2,1,88451.13534430896,New Egg
1172,intel i7,Intel i7-7700H,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRR6,8.0,2,1,72101.26613439254,New Egg
1173,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTU1,8.0,2,1,72101.26613439254,New Egg
1174,quadro p3000 6gb,Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTC6,16.0,2,1,81712.33789968125,New Egg
1175,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HK3,8.0,1,1,27617.83819389924,New Egg
1176,nan,i7-6600U,15.6,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-0FSW6,32.0,2,1,31300.24116910564,New Egg
1177,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSP2,16.0,2,1,76906.8020170369,New Egg
1178,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNJ7,64.0,2,1,95189.93278893667,New Egg
1179,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSD8,8.0,2,1,56727.23371290583,New Egg
1180,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT52,16.0,2,1,56727.23371290583,New Egg
1181,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY43,16.0,2,1,49988.436268278114,New Egg
1182,intel i7,Intel i7-7700H,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRW0,8.0,2,1,47097.74993274109,New Egg
1183,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BUW1,16.0,2,1,56727.23371290583,New Egg
1184,quadro p3000 6gb,-Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR33,16.0,2,1,63447.61914265751,New Egg
1185,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BUY6,64.0,2,1,70186.41658728522,New Egg
1186,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTG0,16.0,2,1,62490.19436910385,New Egg
1187,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN92,16.0,2,1,56727.23371290583,New Egg
1188,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ99,32.0,2,1,54793.97215092247,New Egg
1189,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY71,64.0,2,1,65380.88070464087,New Egg
1190,nan, Intel Core i7-7500U,14.0,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-07XW1,16.0,2,1,29459.03968150244,New Egg
1191,nan, Intel Core i7-7500U,14.0,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-07Y12,16.0,2,1,34982.64414431204,New Egg
1192,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000256.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2U7,64.0,2,1,60759.46497075684,New Egg
1193,nan, Intel Core i7-7600U,14.0,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-06VH0,16.0,2,1,29090.43114368428,New Egg
1194,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV64,32.0,2,1,74034.52769637591,New Egg
1195,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVB6,64.0,2,1,83645.5994616646,New Egg
1196,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTK7,64.0,2,1,99019.63188315133,New Egg
1197,intel i7,Intel i7-7700H,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRY4,8.0,2,1,48073.58672117079,New Egg
1198,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTW4,32.0,2,1,74034.52769637591,New Egg
1199,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ88,8.0,2,1,71143.84136083888,New Egg
1200,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BW11,32.0,2,1,106715.8541013327,New Egg
1201,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN88,8.0,2,1,65380.88070464087,New Egg
1202,intel i7,Intel i7-7700H,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKG0,8.0,2,1,34614.4038467914,New Egg
1203,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2K3,8.0,2,1,55696.16087984804,New Egg
1204,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV66,32.0,2,1,78840.06357902027,New Egg
1205,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HM7,16.0,2,1,29459.03968150244,New Egg
1206,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HP6,32.0,2,1,32220.84191290724,New Egg
1207,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT58,16.0,2,1,81712.33789968125,New Egg
1208,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HM2,16.0,2,1,28538.43893770084,New Egg
1209,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNH9,32.0,2,1,89408.56011786262,New Egg
1210,nan,Core i7-4600U,12.5,Visit,1000.0,0.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY59,8.0,2,1,22278.35387984996,New Egg
1211,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTZ0,64.0,2,1,108649.11566331607,New Egg
1212,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTS9,64.0,2,1,76906.8020170369,New Egg
1213,nan, Intel Core i7-7500U,14.0,Visit,0.0,500.0,https://www.newegg.com/p/1TS-000E-0FWU1,8.0,2,1,32404.96206166756,New Egg
1214,nan, Intel Core i7-7500U,14.0,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-07894,8.0,2,1,24855.66772219692,New Egg
1215,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNH3,32.0,2,1,65380.88070464087,New Egg
1216,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVH6,16.0,2,1,74034.52769637591,New Egg
1217,quadro p3000 6gb,Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTA4,32.0,2,1,64405.04391621117,New Egg
1218,quadro p4000 8gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNU4,64.0,2,1,83645.5994616646,New Egg
1219,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ20,16.0,2,1,46140.32515918743,New Egg
1220,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR93,64.0,2,1,89408.56011786262,New Egg
1221,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,1000.0,620256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H46,8.0,2,1,23935.43521869284,New Egg
1222,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSF8,32.0,2,1,53836.547377368806,New Egg
1223,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HM9,16.0,1,1,29459.03968150244,New Egg
1224,quadro m2200m 4gb gpube, Intel Xeon E3-1505M,15.6,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06YS9,16.0,2,1,45569.552698030435,New Egg
1225,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN96,16.0,2,1,58642.083260013154,New Egg
1226,intel i7,Intel i7-7700H,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRY6,8.0,2,1,49988.436268278114,New Egg
1227,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN20,64.0,2,1,87493.7105707553,New Egg
1228,quadro p3000 6gb,Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV22,16.0,2,1,63447.61914265751,New Egg
1229,geforce gt650m discrete,Core i7-3630Q,15.6,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-0D775,8.0,2,0,23935.43521869284,New Egg
1230,nan, Quad Core i7-8665U,14.0,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-0FX82,16.0,2,1,34982.64414431204,New Egg
1231,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPN9,16.0,2,1,61532.76959555018,New Egg
1232,nan,C4 I5-6200U,2.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-20fb007rus/p/1TS-000E-05P17,8.0,2,1,27854.064344758728,New Egg
1233,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,620500.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H19,16.0,2,1,24856.03596249444,New Egg
1234,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSR2,64.0,2,1,62490.19436910385,New Egg
1235,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN40,64.0,2,1,62490.19436910385,New Egg
1236,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ14,8.0,2,1,52879.122603815136,New Egg
1237,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HS9,16.0,2,1,35903.24488811364,New Egg
1238,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HN0,16.0,2,1,30379.64042530404,New Egg
1239,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,2000.0,620500.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HB3,16.0,2,1,27617.83819389924,New Egg
1240,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2T1,32.0,2,1,65822.76906166563,New Egg
1241,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HG2,16.0,1,1,27617.83819389924,New Egg
1242,nan,i7-6600U,15.6,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-0FSR2,8.0,2,1,27617.83819389924,New Egg
1243,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU22,8.0,2,1,97104.78233604401,New Egg
1244,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ53,64.0,2,1,59599.50803356682,New Egg
1245,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPM9,16.0,2,1,50945.86104183178,New Egg
1246,nan, Intel Core i7-7500U,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-07TK5,24.0,2,1,29459.03968150244,New Egg
1247,nan,i7-6600U,15.6,Visit,0.0,180.0,https://www.newegg.com/p/1TS-000E-0FSS7,16.0,2,1,28538.43893770084,New Egg
1248,nan, Intel Core i7-7600U,14.0,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-06VJ2,16.0,2,1,33141.07441641132,New Egg
1249,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNN0,16.0,2,1,72101.26613439254,New Egg
1250,nan,i7-6600U,15.6,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-0FST8,32.0,2,1,31300.24116910564,New Egg
1251,intel i7,Intel i7-7700H,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKP0,8.0,2,1,42292.214050096736,New Egg
1252,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTS3,32.0,2,1,73058.6909079462,New Egg
1253,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ86,8.0,2,1,50945.86104183178,New Egg
1254,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNJ5,64.0,2,1,74991.95246992957,New Egg
1255,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTU3,8.0,2,1,74034.52769637591,New Egg
1256,nan, Intel Core i7-7500U,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-07Y27,8.0,2,1,28538.43893770084,New Egg
1257,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZY3,32.0,2,1,48607.535152575714,New Egg
1258,quadro p4000 8gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNW6,32.0,2,1,78840.06357902027,New Egg
1259,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVT1,64.0,2,1,93256.67122695332,New Egg
1260,intel i7,Intel i7-7700H,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKT7,32.0,2,1,47097.74993274109,New Egg
1261,nan, Intel Core i7-7500U,14.0,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-07U06,8.0,2,1,29459.03968150244,New Egg
1262,nvidia quadro m620m,Intel Core i7,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKG7,8.0,2,1,40377.36450298941,New Egg
1263,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H39,32.0,2,1,27617.83819389924,New Egg
1264,intel uhd graphics 620,Intel Core i5,17.3,Visit,2000.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HB6,16.0,2,1,28538.43893770084,New Egg
1265,geforce gt650m discrete,Intel Processor,15.6,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-0D793,16.0,2,0,22094.23373108964,New Egg
